source,target,Year,weights,totalweightkg,totalvalueofgoodsusd
2 Limited Liability Company,Mar del Este CJSC,2028,4,88050,456180
2 Limited Liability Company,Mar del Este CJSC,2029,12,229450,889430
2 Limited Liability Company,Mar del Este CJSC,2030,2,42020,136460
2 Limited Liability Company,Mar del Este CJSC,2031,35,785920,1523270
2 Limited Liability Company,Mar del Este CJSC,2032,13,287635,701850
2 Limited Liability Company,Mar del Este CJSC,2033,26,561455,NA
2 Limited Liability Company,Mar del Este CJSC,2034,25,547260,NA
2 Limited Liability Company,Pao gan SE Seal,2028,2,45040,125275
2 Limited Liability Company,Pao gan SE Seal,2029,26,598140,1649350
2 Limited Liability Company,Pao gan SE Seal,2030,20,420235,1294835
2 Limited Liability Company,Pao gan SE Seal,2031,22,483245,2159185
2 Limited Liability Company,Pao gan SE Seal,2032,28,645155,2325555
2 Limited Liability Company,Pao gan SE Seal,2033,35,803690,NA
2 Limited Liability Company,Pao gan SE Seal,2034,57,1295230,NA
2 Limited Liability Company,Playa de Arena N.V.,2033,12,297030,NA
2 Limited Liability Company,Playa de Arena N.V.,2034,12,331590,796845
2 Limited Liability Company,Rift Valley fishery Inc,2031,14,275130,740720
2 Limited Liability Company,Rift Valley fishery Inc,2032,7,140415,718935
2 Limited Liability Company,Rift Valley fishery Inc,2033,4,86890,464175
2 Limited Liability Company,Rift Valley fishery Inc,2034,1,18600,64735
2 Limited Liability Company,Sea Striders GmbH Industrial,2030,44,1016500,3547365
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,92,2076095,9603860
2 Limited Liability Company,Sea Striders GmbH Industrial,2032,8,152090,896285
2 Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2031,1,21015,76105
2 Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2032,6,141025,452215
2 Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2033,4,73590,159525
2 Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2034,18,380935,1045565
2 Limited Liability Company,Turkish Sword S.A. de C.V. Trout,2030,37,858460,2375840
2 Limited Liability Company,Yu xian  SRL Industrial,2031,14,332950,805030
2 Limited Liability Company,Yu xian  SRL Industrial,2032,3,66695,111030
2 Limited Liability Company,Yu xian  SRL Industrial,2033,6,128770,212970
2 Limited Liability Company,Yu xian  SRL Industrial,2034,10,215710,419280
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2028,4,93460,355200
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2029,6,151275,403145
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2031,14,309355,633385
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,44,966450,2816595
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,27,643470,NA
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2034,18,412645,997075
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2032,20,426590,4478200
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2033,58,1138980,NA
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2034,73,1527380,14716725
3 Logistics Tom yum,Brisa del Este BV,2031,3,59970,464265
3 Logistics Tom yum,Brisa del Este BV,2032,4,81240,689120
3 Logistics Tom yum,Brisa del Este BV,2033,4,80510,662345
3 Logistics Tom yum,Brisa del Este BV,2034,17,343430,2751285
3 Logistics Tom yum,Caracola del Sol Services,2028,14,266785,1873965
3 Logistics Tom yum,Caracola del Sol Services,2029,8,153865,1003560
3 Logistics Tom yum,Caracola del Sol Services,2030,5,56250,479100
3 Logistics Tom yum,Caracola del Sol Services,2031,2,17120,68430
3 Logistics Tom yum,Caracola del Sol Services,2033,2,21725,121130
3 Logistics Tom yum,Coastal Castaway Coast Corporation Worldwide,2029,2,30930,299360
3 Logistics Tom yum,Coastal Castaway Coast Corporation Worldwide,2030,1,17965,26925
3 Logistics Tom yum,Coastal Castaway Coast Corporation Worldwide,2032,7,87425,412185
3 Logistics Tom yum,Coastal Castaway Coast Corporation Worldwide,2033,10,145365,NA
3 Logistics Tom yum,Coastal Castaway Coast Corporation Worldwide,2034,8,109550,NA
3 Logistics Tom yum,Pao gan LC Freight ,2029,10,161435,1052645
3 Logistics Tom yum,Pao gan LC Freight ,2030,4,72835,420205
3 Logistics Tom yum,Pao gan LC Freight ,2031,8,153010,734070
3 Logistics Tom yum,Pao gan LC Freight ,2032,30,577080,2842695
3 Logistics Tom yum,Pao gan LC Freight ,2033,31,575140,NA
3 Logistics Tom yum,Pao gan LC Freight ,2034,35,680780,NA
3 Logistics Tom yum,hǎi dǎn Corporation Wharf,2028,5,90845,812505
3 Logistics Tom yum,hǎi dǎn Corporation Wharf,2029,3,60180,505415
3 Logistics Tom yum,hǎi dǎn Corporation Wharf,2030,3,60550,285250
3 Logistics Tom yum,hǎi dǎn Corporation Wharf,2031,2,37435,200115
3 Logistics Tom yum,hǎi dǎn Corporation Wharf,2032,3,40000,179880
3 Logistics Tom yum,hǎi dǎn Corporation Wharf,2033,2,37125,NA
3 Logistics Tom yum,hǎi dǎn Corporation Wharf,2034,4,77175,634440
3 Oceanography ОАО Marine life,Pao gan SE Seal,2028,2,57210,202140
3 Oceanography ОАО Marine life,Pao gan SE Seal,2030,4,113570,361795
3 Oceanography ОАО Marine life,Pao gan SE Seal,2031,2,57835,187040
3 Oceanography ОАО Marine life,Pao gan SE Seal,2032,2,57825,165700
3 Oceanography ОАО Marine life,Pao gan SE Seal,2033,8,225005,1798540
3 Oceanography ОАО Marine life,Pao gan SE Seal,2034,8,226300,723745
4 Limited Liability Company Seaport,AtlanticAppetite Oyster  Ltd. Corporation Investment,2032,12,196745,1404615
4 Limited Liability Company Seaport,AtlanticAppetite Oyster  Ltd. Corporation Investment,2033,44,721350,5314730
4 Limited Liability Company Seaport,AtlanticAppetite Oyster  Ltd. Corporation Investment,2034,66,1121745,8331630
4 Limited Liability Company Seaport,Pao gan SE Seal,2029,27,578000,3297935
4 Limited Liability Company Seaport,Pao gan SE Seal,2030,88,1910790,12408345
4 Limited Liability Company Seaport,Pao gan SE Seal,2033,10,160925,1159350
4 Limited Liability Company Seaport,Pao gan SE Seal,2034,10,145835,1005970
4 S.A. de C.V. Shipping,Océano de Coral Corporation Express,2028,24,455445,2248645
4 S.A. de C.V. Shipping,Océano de Coral Corporation Express,2029,28,534035,2688815
4 S.A. de C.V. Shipping,Océano de Coral Corporation Express,2030,13,235750,1172945
4 S.A. de C.V. Shipping,Océano de Coral Corporation Express,2031,2,37755,183340
4 S.A. de C.V. Shipping,Océano de Coral Corporation Express,2032,1,17635,119065
5 Sashimi NV Holdings,hǎi dǎn Corporation Wharf,2028,2,18710,97885
5 Sashimi NV Holdings,hǎi dǎn Corporation Wharf,2029,15,219655,1546045
5 Sashimi NV Holdings,hǎi dǎn Corporation Wharf,2030,4,69945,476130
9 Charter Boat  Plc Overseas,Kong zhong diao yu  Ges.m.b.H.,2028,27,1091560,4978090
9 Charter Boat  Plc Overseas,Kong zhong diao yu  Ges.m.b.H.,2029,49,1812000,8380015
9 Charter Boat  Plc Overseas,Kong zhong diao yu  Ges.m.b.H.,2030,30,1071285,4595095
9 Marine biology Ltd Family,Caracola del Sol Services,2030,1,17670,167025
9 Marine biology Ltd Family,Caracola del Sol Services,2031,29,502485,6016875
9 Marine biology Ltd Family,Caracola del Sol Services,2032,28,493075,5193410
9 Marine biology Ltd Family,Caracola del Sol Services,2033,2,35220,388120
Adair GmbH & Co. KG Cargo,Kong zhong diao yu  Ges.m.b.H.,2030,7,159050,1246550
Adair GmbH & Co. KG Cargo,Kong zhong diao yu  Ges.m.b.H.,2031,15,309660,2298995
Adair GmbH & Co. KG Cargo,Kong zhong diao yu  Ges.m.b.H.,2032,5,100990,937575
Adair GmbH & Co. KG Cargo,Kong zhong diao yu  Ges.m.b.H.,2033,13,273280,NA
Adair S.A. de C.V.,Ancla de Oro Kga Import,2028,5,100025,528620
Adair S.A. de C.V.,Ancla de Oro Kga Import,2029,1,20000,73010
Adair S.A. de C.V.,Ancla de Oro Kga Import,2030,1,19595,95535
Adair S.A. de C.V.,Ancla de Oro Kga Import,2031,4,80005,594185
Adair S.A. de C.V.,Ancla de Oro Kga Import,2032,10,199995,1774690
Adair S.A. de C.V.,Ancla de Oro Kga Import,2033,2,40015,354225
Adair S.A. de C.V.,Ancla de Oro Kga Import,2034,2,49155,418285
Adair S.A. de C.V.,hǎi dǎn Corporation Wharf,2028,14,279790,1392925
Adair S.A. de C.V.,hǎi dǎn Corporation Wharf,2029,7,138680,623130
Adair S.A. de C.V.,hǎi dǎn Corporation Wharf,2030,8,155655,850630
Adair S.A. de C.V.,hǎi dǎn Corporation Wharf,2031,14,279965,1910865
Adair S.A. de C.V.,hǎi dǎn Corporation Wharf,2032,2,39995,366240
Adair S.A. de C.V.,hǎi dǎn Corporation Wharf,2033,2,40000,354175
Adair S.A. de C.V.,hǎi dǎn Corporation Wharf,2034,2,39990,340310
Adriatic Catch Bonito Ltd Consultants,Coastal Charm GmbH Transportation,2031,3,52890,288715
Adriatic Catch Bonito Ltd Consultants,Coastal Charm GmbH Transportation,2032,9,164020,1689285
Adriatic Catch Bonito Ltd Consultants,Coastal Charm GmbH Transportation,2033,5,92715,898600
Adriatic Catch Bonito Ltd Consultants,Coastal Charm GmbH Transportation,2034,9,178820,1196555
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2028,2,36085,348185
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2029,1,16985,210020
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2030,2,35175,391120
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2032,52,1273105,15067870
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2033,70,1519010,NA
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2034,47,914360,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2028,7,125460,1364720
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2029,15,276465,3170455
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2030,12,228515,2374235
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2031,6,119850,1128865
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2032,12,280800,2493440
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,31,774800,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2034,23,544440,NA
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2029,12,213740,2603395
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2030,12,216895,1871090
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2031,18,373540,3623540
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,18,375845,3748835
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2033,13,261815,NA
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2034,27,531375,NA
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2028,2,35995,462330
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2029,8,143895,1782835
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2030,4,76845,707430
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2031,4,82260,798355
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2032,7,147745,1694030
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2033,1,19780,248235
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2034,4,103105,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2028,2,33085,319110
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2030,2,33590,345085
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2031,17,306415,2895250
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2032,11,233845,3263665
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2033,8,196355,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2034,8,190790,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2028,9,160400,1655845
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,29,522245,6071695
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,40,732730,13727985
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,49,956015,25630580
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,25,521445,6145100
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,39,814270,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,14,289330,4079710
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2028,3,53980,516320
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2030,5,88815,816430
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2031,18,346555,3329645
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2032,7,137285,1434920
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2033,5,97780,NA
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2034,5,98070,1110585
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2029,3,53765,663280
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2030,7,123965,1139765
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2031,1,20675,207160
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2032,7,152440,1358775
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2033,19,400460,NA
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2034,9,194280,NA
Adriatic Catch Ltd. Liability Co Transportation,Saltwater Supreme Pelican Ltd Enterprises,2029,4,71955,889595
Adriatic Catch Ltd. Liability Co Transportation,Saltwater Supreme Pelican Ltd Enterprises,2031,7,141665,1423990
Adriatic Catch Ltd. Liability Co Transportation,Saltwater Supreme Pelican Ltd Enterprises,2032,4,87325,869135
Adriatic Catch Ltd. Liability Co Transportation,Saltwater Supreme Pelican Ltd Enterprises,2033,9,192955,NA
Adriatic Catch Ltd. Liability Co Transportation,Saltwater Supreme Pelican Ltd Enterprises,2034,11,234420,NA
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,10,178890,2080150
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,34,608780,7301475
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,38,676400,6290195
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,12,232300,2353050
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,43,887235,9856975
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2033,5,100950,NA
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2034,2,38720,NA
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2028,4,71945,737265
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2029,5,89940,1108390
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,12,214870,1909175
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,31,604385,5884500
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,20,419705,4124175
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,27,589455,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,30,513775,5912815
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2029,23,409395,4943275
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2030,18,315640,2918670
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2031,6,108740,1022485
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2032,18,374230,3548830
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,64,1245455,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,126,2482950,NA
Adriatic Mackerel S.A. de C.V.,Brisa del Este BV,2030,1,40020,440010
Adriatic Mackerel S.A. de C.V.,Brisa del Este BV,2031,11,423055,3929880
Adriatic Mackerel S.A. de C.V.,Brisa del Este BV,2032,7,363835,9338785
Adriatic Mackerel S.A. de C.V.,Brisa del Este BV,2033,3,70775,2130265
Adriatic Mackerel S.A. de C.V.,Brisa del Este BV,2034,1,128275,4736540
Adriatic Squid SE Marine conservation,Mar del Este CJSC,2033,5,108180,1250480
Adriatic Squid SE Marine conservation,Mar del Este CJSC,2034,16,319440,3703760
Adriatic Tuna AS Solutions,-1206,2028,11,210180,1356700
Adriatic Tuna AS Solutions,-1206,2029,8,150210,967675
Adriatic Tuna AS Solutions,-1206,2030,9,177700,499685
Adriatic Tuna AS Solutions,-1206,2032,2,37530,698265
Adriatic Tuna AS Solutions,Adriatic Mackerel Ges.m.b.H. Family,2028,18,340495,3484830
Adriatic Tuna AS Solutions,Adriatic Mackerel Ges.m.b.H. Family,2030,3,26740,237815
Adriatic Tuna AS Solutions,Adriatic Mackerel Ges.m.b.H. Family,2031,8,133790,1443760
Adriatic Tuna AS Solutions,Adriatic Mackerel Ges.m.b.H. Family,2032,7,132990,1273765
Adriatic Tuna AS Solutions,Adriatic Mackerel Ges.m.b.H. Family,2033,5,91505,719325
Adriatic Tuna AS Solutions,Adriatic Mackerel Ges.m.b.H. Family,2034,4,73510,624450
Adriatic Tuna AS Solutions,AquaDelight N.V. Coral Reef,2028,22,406130,4328570
Adriatic Tuna AS Solutions,AquaDelight N.V. Coral Reef,2029,4,74085,780305
Adriatic Tuna AS Solutions,AquaDelight N.V. Coral Reef,2030,3,54470,528325
Adriatic Tuna AS Solutions,Caracola del Sol Services,2028,21,335855,3795590
Adriatic Tuna AS Solutions,Caracola del Sol Services,2029,20,318995,3276050
Adriatic Tuna AS Solutions,Caracola del Sol Services,2030,47,716330,6706555
Adriatic Tuna AS Solutions,Caracola del Sol Services,2031,40,600325,5864410
Adriatic Tuna AS Solutions,Caracola del Sol Services,2032,130,2083135,19931565
Adriatic Tuna AS Solutions,Caracola del Sol Services,2033,107,1785610,17630160
Adriatic Tuna AS Solutions,Caracola del Sol Services,2034,55,916700,9514780
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2028,2,37240,384140
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2029,7,129965,1486855
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2030,33,597055,5450630
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2031,25,486970,4683335
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2032,2,40600,417245
Adriatic Tuna AS Solutions,Costa de la Felicidad Shipping,2034,1,23060,252015
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2030,3,56145,537375
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2031,4,73375,701180
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2032,5,71660,742235
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2033,5,81105,897465
Adriatic Tuna AS Solutions,Madagascar Coast  AG Freight ,2034,64,984870,11462745
Adriatic Tuna AS Solutions,Mar de Sirenas BV Worldwide,2033,9,155510,1332735
Adriatic Tuna AS Solutions,Mar de Sirenas BV Worldwide,2034,14,231750,1909950
Adriatic Tuna AS Solutions,Pao gan LC Freight ,2028,13,239385,2430305
Adriatic Tuna AS Solutions,Pao gan LC Freight ,2029,8,152655,1553855
Adriatic Tuna AS Solutions,Pao gan LC Freight ,2030,9,166190,1548735
Adriatic Tuna AS Solutions,Pao gan LC Freight ,2031,11,202675,1913165
Adriatic Tuna AS Solutions,Pao gan LC Freight ,2032,1,23265,233050
Adriatic Tuna AS Solutions,Volga River LLC Enterprises,2032,7,126135,789900
Adriatic Tuna AS Solutions,Volga River LLC Enterprises,2033,7,126120,NA
Adriatic Tuna AS Solutions,Volga River LLC Enterprises,2034,10,225990,1680225
Adriatic Tuna AS Solutions,hǎi dǎn Corporation Wharf,2028,12,280525,2617310
Adriatic Tuna AS Solutions,hǎi dǎn Corporation Wharf,2029,12,243245,1768070
Adriatic Tuna AS Solutions,hǎi dǎn Corporation Wharf,2030,12,241545,1821575
Adriatic Tuna AS Solutions,hǎi dǎn Corporation Wharf,2031,2,39075,223095
Adriatic Tuna AS Solutions,hǎi dǎn Corporation Wharf,2033,1,21025,150110
Adriatic Tuna AS Solutions,hǎi dǎn Corporation Wharf,2034,3,66800,498390
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2028,116,2905595,NA
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2029,2,55020,172855
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2030,67,1712570,7535180
Adriatic Tuna Ltd. Liability Co,Caracola del Sol Services,2031,27,701620,2362335
Adriatic Tuna SRL Line,Mar del Este CJSC,2028,4,86565,388555
Adriatic Tuna SRL Line,Mar del Este CJSC,2029,14,317455,1271490
Adriatic Tuna SRL Line,Mar del Este CJSC,2030,6,102045,NA
Adriatic Tuna Shipyard GmbH United,Brisa del Este BV,2029,4,92960,671215
Adriatic Tuna Shipyard GmbH United,Brisa del Este BV,2030,32,827260,7664720
Adriatic Tuna Shipyard GmbH United,Brisa del Este BV,2031,14,326915,3288850
Adriatic Tuna Shipyard GmbH United,Brisa del Este BV,2032,24,654170,7074765
Adriatic Tuna Shipyard GmbH United,Brisa del Este BV,2033,20,547270,NA
Adriatic Tuna Shipyard GmbH United,Brisa del Este BV,2034,15,408405,NA
Adriatic Tuna ОАО Carriers,Madagascar Coast  AG Freight ,2028,9,162970,891440
Adriatic Tuna ОАО Carriers,Madagascar Coast  AG Freight ,2029,2,37010,179065
Adriatic Tuna ОАО Carriers,Madagascar Coast  AG Freight ,2030,11,198085,1275500
Adriatic Tuna ОАО Carriers,Olas del Sur Ltd,2028,16,347750,2226700
Adriatic Tuna ОАО Carriers,Olas del Sur Ltd,2029,39,639210,NA
Adriatic Tuna ОАО Carriers,Olas del Sur Ltd,2030,3,63030,453210
Adriatic Tuna ОАО Carriers,Olas del Sur Ltd,2031,9,189120,1467880
Agua Limited Liability Company Services,Adriatic Squid Inc Export,2028,2,52460,210135
Agua Limited Liability Company Services,Adriatic Squid Inc Export,2030,1,26045,90480
Agua Limited Liability Company Services,Adriatic Squid Inc Export,2031,28,728775,2265545
Agua Limited Liability Company Services,Adriatic Squid Inc Export,2032,17,455030,4215410
Agua Limited Liability Company Services,Adriatic Squid Inc Export,2033,76,2026815,NA
Agua Limited Liability Company Services,Adriatic Squid Inc Export,2034,53,1361560,30504720
Agua Ltd. Liability Co,Saltwater Supreme Pelican Ltd Enterprises,2029,10,580880,NA
Agua Ltd. Liability Co,Saltwater Supreme Pelican Ltd Enterprises,2030,8,155365,1432780
Agua Ltd. Liability Co,Saltwater Supreme Pelican Ltd Enterprises,2031,7,134165,621770
Agua Ltd. Liability Co,Saltwater Supreme Pelican Ltd Enterprises,2032,3,56755,279690
