source,target,Year,weights,totalweightkg,totalvalueofgoodsusd
2 Limited Liability Company,Sea Striders GmbH Industrial,2030,44,1016500,3547365
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,92,2076095,9603860
2 Limited Liability Company,Sea Striders GmbH Industrial,2032,8,152090,896285
2 Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2031,1,21015,76105
2 Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2032,6,141025,452215
2 Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2033,4,73590,159525
2 Limited Liability Company,Selous Game Reserve  S.A. de C.V.,2034,18,380935,1045565
2 Limited Liability Company,Turkish Sword S.A. de C.V. Trout,2030,37,858460,2375840
2 Limited Liability Company,Yu xian  SRL Industrial,2031,14,332950,805030
2 Limited Liability Company,Yu xian  SRL Industrial,2032,3,66695,111030
2 Limited Liability Company,Yu xian  SRL Industrial,2033,6,128770,212970
2 Limited Liability Company,Yu xian  SRL Industrial,2034,10,215710,419280
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2028,4,93460,355200
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2029,6,151275,403145
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2031,14,309355,633385
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,44,966450,2816595
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,27,643470,NA
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2034,18,412645,997075
Adriatic Catch Ltd. Liability Co Transportation,-5910,2031,29,578820,5678760
Adriatic Catch Ltd. Liability Co Transportation,-5910,2032,3,63775,643395
Adriatic Catch Ltd. Liability Co Transportation,-5910,2033,1,19930,200085
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2028,2,36085,348185
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2029,1,16985,210020
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2030,2,35175,391120
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2032,52,1273105,15067870
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2033,70,1519010,NA
Adriatic Catch Ltd. Liability Co Transportation,AquaDelight N.V. Coral Reef,2034,47,914360,NA
Adriatic Catch Ltd. Liability Co Transportation,Assam  Market Incorporated Tanker,2031,7,116940,1155330
Adriatic Catch Ltd. Liability Co Transportation,Assam  Market Incorporated Tanker,2032,17,346110,3431845
Adriatic Catch Ltd. Liability Co Transportation,Assam  Market Incorporated Tanker,2034,13,257100,2486430
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2028,7,125460,1364720
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2029,15,276465,3170455
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2030,12,228515,2374235
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2031,6,119850,1128865
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2032,12,280800,2493440
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,31,774800,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2034,23,544440,NA
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2029,12,213740,2603395
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2030,12,216895,1871090
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2031,18,373540,3623540
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,18,375845,3748835
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2033,13,261815,NA
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2034,27,531375,NA
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2028,2,35995,462330
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2029,8,143895,1782835
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2030,4,76845,707430
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2031,4,82260,798355
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2032,7,147745,1694030
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2033,1,19780,248235
Adriatic Catch Ltd. Liability Co Transportation,Deep Blue Cargo ship,2034,4,103105,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2028,2,33085,319110
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2030,2,33590,345085
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2031,17,306415,2895250
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2032,11,233845,3263665
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2033,8,196355,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Este CJSC,2034,8,190790,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2028,9,160400,1655845
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,29,522245,6071695
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,40,732730,13727985
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,49,956015,25630580
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,25,521445,6145100
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,39,814270,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,14,289330,4079710
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2028,3,53980,516320
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2030,5,88815,816430
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2031,18,346555,3329645
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2032,7,137285,1434920
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2033,5,97780,NA
Adriatic Catch Ltd. Liability Co Transportation,Náutica del Sol Corporation,2034,5,98070,1110585
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2029,3,53765,663280
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2030,7,123965,1139765
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2031,1,20675,207160
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2032,7,152440,1358775
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2033,19,400460,NA
Adriatic Catch Ltd. Liability Co Transportation,Pao gan LC Freight ,2034,9,194280,NA
Adriatic Catch Ltd. Liability Co Transportation,Saltwater Supreme Pelican Ltd Enterprises,2029,4,71955,889595
Adriatic Catch Ltd. Liability Co Transportation,Saltwater Supreme Pelican Ltd Enterprises,2031,7,141665,1423990
Adriatic Catch Ltd. Liability Co Transportation,Saltwater Supreme Pelican Ltd Enterprises,2032,4,87325,869135
Adriatic Catch Ltd. Liability Co Transportation,Saltwater Supreme Pelican Ltd Enterprises,2033,9,192955,NA
Adriatic Catch Ltd. Liability Co Transportation,Saltwater Supreme Pelican Ltd Enterprises,2034,11,234420,NA
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,10,178890,2080150
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,34,608780,7301475
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,38,676400,6290195
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,12,232300,2353050
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,43,887235,9856975
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2033,5,100950,NA
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2034,2,38720,NA
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2028,4,71945,737265
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2029,5,89940,1108390
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,12,214870,1909175
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,31,604385,5884500
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,20,419705,4124175
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2033,27,589455,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2028,30,513775,5912815
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2029,23,409395,4943275
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2030,18,315640,2918670
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2031,6,108740,1022485
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2032,18,374230,3548830
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2033,64,1245455,NA
Adriatic Catch Ltd. Liability Co Transportation,The Sea Turtle GmbH & Co. KG,2034,126,2482950,NA
Aqua Adventures Carriers Seabed,-41,2029,19,295455,3429885
Aqua Adventures Carriers Seabed,-41,2030,12,178645,1681080
Aqua Adventures Carriers Seabed,-41,2031,16,238175,2262785
Aqua Adventures Carriers Seabed,-41,2032,30,446715,4608350
Aqua Adventures Carriers Seabed,-41,2033,40,599555,6515590
Aqua Adventures Carriers Seabed,-41,2034,31,464795,5378055
Aqua Adventures Carriers Seabed,Brisa del Este BV,2029,17,294410,3195595
Aqua Adventures Carriers Seabed,Brisa del Este BV,2030,8,137150,1317835
Aqua Adventures Carriers Seabed,Brisa del Este BV,2031,4,74185,737330
Aqua Adventures Carriers Seabed,Brisa del Este BV,2032,4,68605,720475
Aqua Adventures Carriers Seabed,Brisa del Este BV,2033,3,57365,533135
Aqua Adventures Carriers Seabed,Brisa del Este BV,2034,1,21910,243060
Aqua Adventures Carriers Seabed,Caracola del Este Ltd. Liability Co,2028,81,1486895,15277045
Aqua Adventures Carriers Seabed,Caracola del Este Ltd. Liability Co,2029,23,422035,5200510
Aqua Adventures Carriers Seabed,Caracola del Este Ltd. Liability Co,2030,30,551230,5109785
Aqua Adventures Carriers Seabed,Caracola del Este Ltd. Liability Co,2031,8,150105,1487715
Aqua Adventures Carriers Seabed,Caracola del Este Ltd. Liability Co,2032,45,854000,8091585
Aqua Adventures Carriers Seabed,Caracola del Este Ltd. Liability Co,2033,47,871320,NA
Aqua Adventures Carriers Seabed,Caracola del Este Ltd. Liability Co,2034,57,1072285,12500435
Aqua Adventures Carriers Seabed,Caracola del Sol Services,2028,2,33615,326200
Aqua Adventures Carriers Seabed,Caracola del Sol Services,2029,13,238660,2648165
Aqua Adventures Carriers Seabed,Caracola del Sol Services,2030,29,535655,5116715
Aqua Adventures Carriers Seabed,Caracola del Sol Services,2031,44,826010,7989410
Aqua Adventures Carriers Seabed,Caracola del Sol Services,2032,25,471550,4808450
Aqua Adventures Carriers Seabed,Caracola del Sol Services,2033,16,304305,3291645
Aqua Adventures Carriers Seabed,Caracola del Sol Services,2034,13,240145,NA
Aqua Adventures Carriers Seabed,Casablanca Coast  Flounder Oyj Line,2028,23,388970,4009745
Aqua Adventures Carriers Seabed,Casablanca Coast  Flounder Oyj Line,2029,2,33625,412160
Aqua Adventures Carriers Seabed,Casablanca Coast  Flounder Oyj Line,2030,6,100840,970560
Aqua Adventures Carriers Seabed,Casablanca Coast  Flounder Oyj Line,2031,12,209075,2025265
Aqua Adventures Carriers Seabed,Casablanca Coast  Flounder Oyj Line,2034,3,52000,442165
Aqua Adventures Carriers Seabed,Costa de la Felicidad Shipping,2029,7,134050,1549035
Aqua Adventures Carriers Seabed,Costa de la Felicidad Shipping,2030,15,276015,2822515
Aqua Adventures Carriers Seabed,Costa de la Felicidad Shipping,2031,35,612960,6065590
Aqua Adventures Carriers Seabed,Costa de la Felicidad Shipping,2032,28,513900,4947065
Aqua Adventures Carriers Seabed,Costa de la Felicidad Shipping,2033,20,359740,NA
Aqua Adventures Carriers Seabed,Costa de la Felicidad Shipping,2034,18,340530,3201575
Aqua Adventures Carriers Seabed,David Ltd. Liability Co Forwading,2028,7,95040,989410
Aqua Adventures Carriers Seabed,David Ltd. Liability Co Forwading,2029,11,138840,1438370
Aqua Adventures Carriers Seabed,David Ltd. Liability Co Forwading,2030,10,160655,1547700
Aqua Adventures Carriers Seabed,David Ltd. Liability Co Forwading,2031,12,201870,1936260
Aqua Adventures Carriers Seabed,David Ltd. Liability Co Forwading,2032,8,130040,1238525
Aqua Adventures Carriers Seabed,David Ltd. Liability Co Forwading,2033,2,34665,324130
Aqua Adventures Carriers Seabed,Lake Turkana  Charter Boat  NV Marine,2028,42,658060,6939495
Aqua Adventures Carriers Seabed,Lake Turkana  Charter Boat  NV Marine,2029,36,573215,6672475
Aqua Adventures Carriers Seabed,Lake Turkana  Charter Boat  NV Marine,2030,55,904685,8650285
Aqua Adventures Carriers Seabed,Lake Turkana  Charter Boat  NV Marine,2031,58,872760,8348255
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2028,46,836330,8664375
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2029,25,437895,5152725
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2030,13,240785,2300060
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2031,12,227360,2197930
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2032,16,292220,2779265
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2033,1,19025,185060
Aqua Adventures Carriers Seabed,hǎi dǎn Corporation Wharf,2029,2,38885,388175
Aqua Adventures Carriers Seabed,hǎi dǎn Corporation Wharf,2030,3,56960,587230
Aqua Adventures Carriers Seabed,hǎi dǎn Corporation Wharf,2031,6,107555,1039450
Aqua Adventures Carriers Seabed,hǎi dǎn Corporation Wharf,2032,5,99235,983465
Aqua Adventures Carriers Seabed,hǎi dǎn Corporation Wharf,2033,7,127635,1407595
Aqua Adventures Carriers Seabed,hǎi dǎn Corporation Wharf,2034,11,192495,2191285
Aqua Adventures Ges.m.b.H. Roe,Yenisei  Eel GmbH & Co. KG Services,2029,6,133610,1272545
Aqua Adventures Ges.m.b.H. Roe,Yenisei  Eel GmbH & Co. KG Services,2030,12,269075,2913605
Aqua Adventures Ges.m.b.H. Roe,Yenisei  Eel GmbH & Co. KG Services,2031,2,45595,568445
Aqua Adventures Ges.m.b.H. Roe,Yenisei  Eel GmbH & Co. KG Services,2032,16,409790,6284920
Aqua Adventures Ges.m.b.H. Roe,Yenisei  Eel GmbH & Co. KG Services,2033,4,101315,1462725
Aqua Adventures Ges.m.b.H. Roe,Yenisei  Eel GmbH & Co. KG Services,2034,6,154470,824405
Aqua Aura SE Marine life,-5962,2031,68,1272630,11943980
Aqua Aura SE Marine life,Adriatic Mackerel Ges.m.b.H. Family,2031,21,404735,5372550
Aqua Aura SE Marine life,Adriatic Mackerel Ges.m.b.H. Family,2032,31,599875,11287460
Aqua Aura SE Marine life,Adriatic Mackerel Ges.m.b.H. Family,2033,143,3021050,NA
Aqua Aura SE Marine life,Adriatic Mackerel Ges.m.b.H. Family,2034,116,2415150,47021625
Aqua Aura SE Marine life,Caracola Azul Ltd. Corporation,2029,1,20240,447075
Aqua Aura SE Marine life,Caracola Azul Ltd. Corporation,2030,4,64500,493255
Aqua Aura SE Marine life,Caracola Azul Ltd. Corporation,2031,11,171645,1774090
Aqua Aura SE Marine life,Caracola Azul Ltd. Corporation,2032,4,78630,997615
Aqua Aura SE Marine life,Caracola Azul Ltd. Corporation,2033,3,56700,731375
Aqua Aura SE Marine life,Caracola Azul Ltd. Corporation,2034,3,25300,NA
Aqua Aura SE Marine life,Caracola del Sol Services,2028,16,482890,5685880
Aqua Aura SE Marine life,Caracola del Sol Services,2029,104,2896955,31039330
Aqua Aura SE Marine life,Caracola del Sol Services,2030,99,2132965,23618105
Aqua Aura SE Marine life,Caracola del Sol Services,2031,90,1774060,16336550
Aqua Aura SE Marine life,Caracola del Sol Services,2034,2,18905,270170
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2028,8,369275,1953805
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2029,22,737830,11750920
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2030,31,824840,10954680
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2031,25,521115,5629410
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2032,7,202480,2067775
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2033,7,201845,1671170
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2034,12,483525,1783965
Aqua Aura SE Marine life,Costa del Mar Inc Forwading,2028,5,73395,903580
Aqua Aura SE Marine life,Costa del Mar Inc Forwading,2031,29,557065,5209630
Aqua Aura SE Marine life,Costa del Mar Inc Forwading,2033,26,503535,19077635
Aqua Aura SE Marine life,Costa del Mar Inc Forwading,2034,113,2125585,38738165
Aqua Aura SE Marine life,Fresh Ltd. Liability Co,2032,123,2452135,52975195
Aqua Aura SE Marine life,Maharashtra  Ltd. Liability Co Shipping,2029,17,503030,10301200
Aqua Aura SE Marine life,Maharashtra  Ltd. Liability Co Shipping,2030,6,113180,2829280
Aqua Aura SE Marine life,Maharashtra  Ltd. Liability Co Shipping,2031,6,118515,3347825
Aqua Aura SE Marine life,Maharashtra  Ltd. Liability Co Shipping,2034,10,320840,7863445
Aqua Aura SE Marine life,Náutica del Sol Corporation,2031,13,509305,1970020
Aqua Aura SE Marine life,Náutica del Sol Corporation,2032,3,65425,428450
Aqua Aura SE Marine life,Náutica del Sol Corporation,2033,4,180105,1673380
Aqua Aura SE Marine life,Náutica del Sol Corporation,2034,8,699005,4563810
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2028,19,408990,4522415
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2029,10,185005,976610
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2030,8,137465,1289630
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2031,46,867030,7439570
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2032,25,736805,4867340
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2033,12,265595,2112150
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,41,2367805,NA
Aqua Aura SE Marine life,Olas del Mar Worldwide,2029,2,212100,1590855
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,35,3904720,8898720
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,51,11364440,20136205
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,53,8549135,22414175
Aqua Aura SE Marine life,Olas del Mar Worldwide,2033,2,99825,810675
Aqua Aura SE Marine life,Saltwater Supreme Pelican Ltd Enterprises,2034,66,1714295,44412630
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2028,8,254215,2722695
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2029,12,397270,4073925
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2030,6,136255,1288185
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2031,4,367840,4623265
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2032,8,328860,7276075
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2033,5,247285,8505810
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2034,11,647205,13423595
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2030,2,54235,84865
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2031,2,368980,898430
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2032,2,540135,958615
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,42,7725975,45628995
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,152,16506170,NA
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2028,5,263425,2095085
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2029,4,70505,541315
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2030,14,310800,1789550
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2031,27,518565,1732940
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2032,20,480290,2138000
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2033,39,1005455,10147820
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2034,21,618670,8194005
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2028,12,282515,5777105
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2029,12,252235,4000405
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2030,4,140980,582215
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2031,12,267605,2049575
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2032,10,223180,1785910
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2033,8,195385,NA
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2034,6,140545,2247270
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2028,146,3792475,66561000
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,53,1384355,21922250
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,38,1993655,6764040
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,63,1965665,NA
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2032,33,1206025,10838860
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2033,20,448550,NA
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,150,4231085,NA
Aqua Aura SE Marine life,suō yú Pic Family,2028,24,487930,9893775
Aqua Aura SE Marine life,suō yú Pic Family,2029,4,78435,828380
Aqua Aura SE Marine life,suō yú Pic Family,2030,1,20340,473045
Aqua Aura SE Marine life,suō yú Pic Family,2031,2,39775,331220
Aqua Aura SE Marine life,suō yú Pic Family,2032,4,69630,313705
Aqua Aura SE Marine life,suō yú Pic Family,2033,1,10440,106010
Aqua Aura SE Marine life,xún yú GmbH Seagull,2028,2,49820,97670
Aqua Aura SE Marine life,xún yú GmbH Seagull,2029,1,24860,44415
Aqua Aura SE Marine life,xún yú GmbH Seagull,2030,6,294935,612005
Aqua Aura SE Marine life,xún yú GmbH Seagull,2031,5,596880,1657090
Aqua Aura SE Marine life,xún yú GmbH Seagull,2032,18,832035,NA
Aqua Aura SE Marine life,xún yú GmbH Seagull,2033,21,930510,10996575
Aqua Aura SE Marine life,xún yú GmbH Seagull,2034,26,1114555,2590485
Aqua Azul LC International,-5669,2028,54,1152300,10701090
Aqua Azul LC International,-5669,2029,82,1742425,NA
Aqua Azul LC International,-5669,2030,15,325940,4645025
Aqua Azul LC International,-5670,2028,21,445800,3978780
Aqua Azul LC International,-5670,2029,28,567035,NA
Aqua Azul LC International,-5670,2030,24,502690,8719680
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,242,4556895,42085785
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,215,3991530,NA
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,306,5780760,57298235
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,347,6586055,65951770
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,373,7724675,106709435
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,568,11724840,120710495
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,724,15011670,216900775
Aqua Azul LC International,Caracola del Sol Services,2028,14,340555,2953155
Aqua Azul LC International,Caracola del Sol Services,2030,6,113140,1261720
Aqua Azul LC International,Caracola del Sol Services,2031,16,302975,3792630
Aqua Azul LC International,Caracola del Sol Services,2032,27,615975,6458335
Aqua Azul LC International,Caracola del Sol Services,2033,34,828270,13027830
Aqua Azul LC International,Caracola del Sol Services,2034,16,377425,3839695
Aqua Azul LC International,Costa de la Felicidad Shipping,2028,30,670495,5703045
Aqua Azul LC International,Costa de la Felicidad Shipping,2029,13,273925,2726300
