source,target,Year,Month,weights,totalweightkg,totalvalueofgoodsusd
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2029,7,4,66780,825590
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2029,8,1,18795,202010
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2029,9,2,37585,404340
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2029,12,7,111915,681130
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,1,5,96655,561255
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,2,8,142560,795915
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,3,5,76995,408755
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,4,8,150820,775785
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,5,11,131940,1144375
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,6,15,153950,1317045
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,7,17,224205,1933415
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,8,12,135535,1190005
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,9,15,169960,1532860
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,10,17,222100,2003080
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,11,18,221410,1625070
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2030,12,18,159465,1140955
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2031,1,8,95035,676250
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2031,2,8,75320,551995
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2031,3,4,36055,268770
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2031,4,10,131140,1000790
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2031,6,9,123830,1199830
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2031,7,2,18090,184290
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2031,10,1,22190,222070
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2031,11,5,70365,583045
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2031,12,17,155345,1554665
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2032,1,4,40280,396805
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2032,2,4,39110,379970
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2032,3,2,18085,175590
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2032,4,1,22245,216050
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2032,5,6,76935,867925
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2032,7,1,21055,209090
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2032,9,3,56750,561335
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2032,11,2,43355,434180
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2033,1,3,63415,614210
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2033,2,1,20880,199095
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2033,3,1,20870,198010
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2033,4,1,19055,181015
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2033,7,5,94585,990725
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2033,8,5,94560,975580
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2033,10,8,151295,1504835
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2033,11,4,75650,720315
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2033,12,12,226990,2161140
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2034,1,4,50025,489775
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2034,2,4,72840,762485
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2034,3,4,79130,779520
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2034,4,3,59380,648250
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2034,5,5,98940,1075525
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2034,6,3,59375,678240
1 Ltd. Liability Co Cargo,Pao gan SE Seal,2034,7,1,19790,217150
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2028,1,3,26320,164405
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2028,2,7,68915,430340
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2028,3,5,77560,499165
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2028,4,1,18560,118035
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2028,5,2,37125,332230
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2029,3,3,61925,462300
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2029,5,3,43380,576405
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2029,9,2,38395,414255
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2029,10,10,131710,1417220
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2029,11,9,108125,716955
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2029,12,2,18665,114090
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2030,2,6,109895,613775
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2030,3,4,68455,363215
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2030,4,2,42445,218025
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2030,6,1,16585,142030
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2030,8,5,54670,630100
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2030,9,6,35795,322470
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2030,10,10,90580,817305
1 Ltd. Liability Co Cargo,Saltwater Supreme Pelican Ltd Enterprises,2030,11,7,83175,599285
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2028,7,1,20940,200075
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2028,10,4,42810,431270
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2028,11,2,41740,242175
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2029,9,2,20800,224240
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2029,12,2,15090,324260
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2030,3,1,21775,115005
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2030,6,1,17965,182110
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2030,7,1,17970,158015
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2030,9,2,21785,196065
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2030,10,1,17970,162075
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2030,11,6,57155,411825
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2031,1,2,20130,143065
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2031,2,2,20210,147575
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2031,4,2,19565,149540
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2031,5,4,42180,426925
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2031,7,2,20595,209260
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2031,8,4,46125,469265
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2031,10,2,16995,169890
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2031,12,2,23250,232545
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2032,1,2,22160,218400
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2032,2,2,24850,308310
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2032,4,1,20870,203135
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2032,5,4,43095,490570
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2032,6,2,20245,249130
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2032,8,2,21785,213745
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2033,2,1,18540,177095
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2033,3,4,51630,490725
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2033,5,1,19740,210005
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2033,6,1,13450,145140
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2033,7,1,20710,220005
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2033,8,1,12395,128060
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2033,10,1,20195,201150
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2033,11,1,16730,159085
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2033,12,2,38480,365280
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2034,1,6,61055,598435
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2034,2,1,20865,212075
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2034,3,2,12865,138140
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2034,4,3,48080,524305
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2034,5,1,17110,186180
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2034,6,3,43945,494215
1 Ltd. Liability Co Cargo,hǎi dǎn Corporation Wharf,2034,7,1,17940,197025
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2031,12,1,21595,78630
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2032,8,1,22235,35010
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2032,9,1,21460,35020
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2032,11,3,64370,107145
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2032,12,5,107835,224525
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,1,6,138070,233040
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,2,2,42940,73225
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,4,3,64385,111630
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,5,4,86400,189450
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,6,5,107875,226685
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,7,2,47525,81335
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,8,1,21470,36425
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,9,2,44020,154510
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,10,3,64380,105955
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,11,1,22020,76670
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2033,12,12,264320,594115
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2034,1,5,111920,181110
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2034,2,3,64925,146405
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2034,3,6,129310,253100
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2034,4,3,64370,103540
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2034,5,4,89210,134890
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2034,6,2,42915,64435
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2034,7,6,128785,187835
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2034,8,2,42920,61640
2 Limited Liability Company,Faroe Islands Halibut Sea S.p.A. Distribution,2034,9,1,21455,29920
2 Limited Liability Company,Mar del Este CJSC,2028,8,4,88050,456180
2 Limited Liability Company,Mar del Este CJSC,2029,1,1,11345,66265
2 Limited Liability Company,Mar del Este CJSC,2029,2,5,121065,390785
2 Limited Liability Company,Mar del Este CJSC,2029,3,4,77010,312460
2 Limited Liability Company,Mar del Este CJSC,2029,5,1,10015,59915
2 Limited Liability Company,Mar del Este CJSC,2029,6,1,10015,60005
2 Limited Liability Company,Mar del Este CJSC,2030,7,2,42020,136460
2 Limited Liability Company,Mar del Este CJSC,2031,1,2,45115,75235
2 Limited Liability Company,Mar del Este CJSC,2031,3,1,23715,41805
2 Limited Liability Company,Mar del Este CJSC,2031,5,2,43690,119925
2 Limited Liability Company,Mar del Este CJSC,2031,6,1,21845,37705
2 Limited Liability Company,Mar del Este CJSC,2031,7,8,182155,416135
2 Limited Liability Company,Mar del Este CJSC,2031,8,5,111210,191965
2 Limited Liability Company,Mar del Este CJSC,2031,9,3,66730,112340
2 Limited Liability Company,Mar del Este CJSC,2031,10,6,135095,224310
2 Limited Liability Company,Mar del Este CJSC,2031,11,2,45430,118700
2 Limited Liability Company,Mar del Este CJSC,2031,12,5,110935,185150
2 Limited Liability Company,Mar del Este CJSC,2032,1,3,64395,108975
2 Limited Liability Company,Mar del Este CJSC,2032,2,1,23845,87675
2 Limited Liability Company,Mar del Este CJSC,2032,6,2,41575,113850
2 Limited Liability Company,Mar del Este CJSC,2032,7,2,43645,71630
2 Limited Liability Company,Mar del Este CJSC,2032,8,1,24015,83610
2 Limited Liability Company,Mar del Este CJSC,2032,10,2,48025,165555
2 Limited Liability Company,Mar del Este CJSC,2032,12,2,42135,70555
2 Limited Liability Company,Mar del Este CJSC,2033,1,1,22015,76220
2 Limited Liability Company,Mar del Este CJSC,2033,2,3,69110,161165
2 Limited Liability Company,Mar del Este CJSC,2033,4,3,65425,NA
2 Limited Liability Company,Mar del Este CJSC,2033,5,1,21455,37020
2 Limited Liability Company,Mar del Este CJSC,2033,6,1,21455,37115
2 Limited Liability Company,Mar del Este CJSC,2033,8,4,91275,199315
2 Limited Liability Company,Mar del Este CJSC,2033,9,1,26340,43810
2 Limited Liability Company,Mar del Este CJSC,2033,10,2,40705,142505
2 Limited Liability Company,Mar del Este CJSC,2033,11,5,104375,286585
2 Limited Liability Company,Mar del Este CJSC,2033,12,5,99300,NA
2 Limited Liability Company,Mar del Este CJSC,2034,1,3,67480,NA
2 Limited Liability Company,Mar del Este CJSC,2034,2,3,76220,221090
2 Limited Liability Company,Mar del Este CJSC,2034,3,3,75475,172530
2 Limited Liability Company,Mar del Este CJSC,2034,4,2,41420,98225
2 Limited Liability Company,Mar del Este CJSC,2034,5,2,46540,159905
2 Limited Liability Company,Mar del Este CJSC,2034,6,1,18015,59130
2 Limited Liability Company,Mar del Este CJSC,2034,7,4,72720,170665
2 Limited Liability Company,Mar del Este CJSC,2034,8,2,36805,114790
2 Limited Liability Company,Mar del Este CJSC,2034,9,1,18415,56615
2 Limited Liability Company,Mar del Este CJSC,2034,10,3,72715,127980
2 Limited Liability Company,Mar del Este CJSC,2034,11,1,21455,29905
2 Limited Liability Company,Pao gan SE Seal,2028,12,2,45040,125275
2 Limited Liability Company,Pao gan SE Seal,2029,2,12,288175,824925
2 Limited Liability Company,Pao gan SE Seal,2029,5,2,44215,117810
2 Limited Liability Company,Pao gan SE Seal,2029,6,2,44230,117695
2 Limited Liability Company,Pao gan SE Seal,2029,7,4,88445,235325
2 Limited Liability Company,Pao gan SE Seal,2029,8,4,88440,234940
2 Limited Liability Company,Pao gan SE Seal,2029,9,2,44635,118655
2 Limited Liability Company,Pao gan SE Seal,2030,1,2,42020,117630
2 Limited Liability Company,Pao gan SE Seal,2030,2,2,42025,118440
2 Limited Liability Company,Pao gan SE Seal,2030,5,2,42020,114865
2 Limited Liability Company,Pao gan SE Seal,2030,6,2,42015,115480
2 Limited Liability Company,Pao gan SE Seal,2030,7,4,84050,252340
2 Limited Liability Company,Pao gan SE Seal,2030,8,2,42035,134310
2 Limited Liability Company,Pao gan SE Seal,2030,9,2,42020,142230
2 Limited Liability Company,Pao gan SE Seal,2030,10,2,42035,134235
2 Limited Liability Company,Pao gan SE Seal,2030,11,2,42015,165305
2 Limited Liability Company,Pao gan SE Seal,2031,2,1,23270,130045
2 Limited Liability Company,Pao gan SE Seal,2031,3,2,46535,260030
2 Limited Liability Company,Pao gan SE Seal,2031,4,1,23250,130115
2 Limited Liability Company,Pao gan SE Seal,2031,8,6,128040,427965
2 Limited Liability Company,Pao gan SE Seal,2031,9,6,130070,602100
2 Limited Liability Company,Pao gan SE Seal,2031,10,2,44025,240155
2 Limited Liability Company,Pao gan SE Seal,2031,11,4,88055,368775
2 Limited Liability Company,Pao gan SE Seal,2032,1,7,161250,550980
2 Limited Liability Company,Pao gan SE Seal,2032,2,4,93670,563390
2 Limited Liability Company,Pao gan SE Seal,2032,3,1,14025,118060
2 Limited Liability Company,Pao gan SE Seal,2032,4,1,21460,35935
2 Limited Liability Company,Pao gan SE Seal,2032,7,1,24010,84235
2 Limited Liability Company,Pao gan SE Seal,2032,8,4,95470,333450
2 Limited Liability Company,Pao gan SE Seal,2032,10,3,68620,234390
2 Limited Liability Company,Pao gan SE Seal,2032,11,3,71450,204705
2 Limited Liability Company,Pao gan SE Seal,2032,12,4,95200,200410
2 Limited Liability Company,Pao gan SE Seal,2033,1,1,22445,37830
2 Limited Liability Company,Pao gan SE Seal,2033,2,2,44430,115085
2 Limited Liability Company,Pao gan SE Seal,2033,5,4,99580,567400
2 Limited Liability Company,Pao gan SE Seal,2033,7,1,22015,78125
2 Limited Liability Company,Pao gan SE Seal,2033,8,5,112350,275210
2 Limited Liability Company,Pao gan SE Seal,2033,9,5,112375,271875
2 Limited Liability Company,Pao gan SE Seal,2033,10,2,44450,113950
2 Limited Liability Company,Pao gan SE Seal,2033,11,4,89885,229530
2 Limited Liability Company,Pao gan SE Seal,2033,12,11,256160,NA
2 Limited Liability Company,Pao gan SE Seal,2034,1,4,92440,NA
2 Limited Liability Company,Pao gan SE Seal,2034,2,2,46010,159240
2 Limited Liability Company,Pao gan SE Seal,2034,4,5,112970,345465
2 Limited Liability Company,Pao gan SE Seal,2034,5,7,159365,422160
2 Limited Liability Company,Pao gan SE Seal,2034,6,8,182170,402410
2 Limited Liability Company,Pao gan SE Seal,2034,7,11,249095,620455
2 Limited Liability Company,Pao gan SE Seal,2034,8,5,112910,286150
2 Limited Liability Company,Pao gan SE Seal,2034,9,5,112290,278205
2 Limited Liability Company,Pao gan SE Seal,2034,10,2,44440,97355
2 Limited Liability Company,Pao gan SE Seal,2034,11,7,160540,439635
2 Limited Liability Company,Pao gan SE Seal,2034,12,1,23000,67925
2 Limited Liability Company,Sea Striders GmbH Industrial,2030,10,12,278125,772965
2 Limited Liability Company,Sea Striders GmbH Industrial,2030,11,14,316135,886055
2 Limited Liability Company,Sea Striders GmbH Industrial,2030,12,18,422240,1888345
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,1,22,498285,2966255
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,2,4,96040,588215
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,3,4,96040,524265
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,4,10,226135,1087735
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,5,15,334660,1402985
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,6,15,352650,1665890
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,7,7,155600,564615
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,8,2,38030,98065
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,9,2,38020,95620
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,10,7,164585,424375
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,11,2,38015,92830
2 Limited Liability Company,Sea Striders GmbH Industrial,2031,12,2,38035,93010
2 Limited Liability Company,Sea Striders GmbH Industrial,2032,1,6,114055,672210
2 Limited Liability Company,Sea Striders GmbH Industrial,2032,2,2,38035,224075
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2028,8,2,43030,222145
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2028,10,2,50430,133055
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2029,1,2,50435,135005
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2029,11,2,50415,134285
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2029,12,2,50425,133855
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2031,1,1,22180,39120
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2031,6,1,21855,39220
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2031,8,1,23820,40425
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2031,9,4,85700,149455
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2031,10,2,47545,79040
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2031,11,3,63235,113930
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2031,12,2,45020,172195
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,1,5,102355,177990
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,2,4,82945,237795
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,3,2,47235,188780
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,5,2,44100,125080
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,6,3,67410,155300
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,7,3,68695,201530
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,8,3,68865,199305
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,9,5,109155,362055
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,10,6,133315,428730
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,11,6,134890,428860
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2032,12,5,107485,311170
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,1,4,95110,288400
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,2,3,73800,168800
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,3,4,88050,309350
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,4,1,22000,NA
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,6,1,22175,38305
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,9,5,132375,452810
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,10,3,71435,207830
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,11,3,72020,250685
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2033,12,3,66505,NA
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2034,1,1,21695,35115
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2034,3,4,95465,292465
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2034,4,4,90875,232905
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2034,5,1,21465,35205
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2034,8,7,159725,368780
2 Limited Liability Company,hǎi dǎn Corporation Wharf,2034,9,1,23420,32605
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2032,8,2,45645,528370
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2032,9,6,129890,1190520
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2032,10,6,115055,1270405
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2032,11,6,136000,1488905
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2033,1,2,36005,354110
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2033,2,1,21760,215210
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2033,3,1,21475,215190
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2033,4,3,55210,NA
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2033,5,5,99070,NA
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2033,6,2,37730,404035
2 Wharf S.A. de C.V. Delivery,3 Oceanography ОАО Marine life,2033,7,10,192530,1860980
