source,target,Year,weights,totalweightkg,totalvalueofgoodsusd
Aqua Adventures Carriers Seabed,Lake Turkana  Charter Boat  NV Marine,2030,55,904685,8650285
Aqua Adventures Carriers Seabed,Lake Turkana  Charter Boat  NV Marine,2031,58,872760,8348255
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2028,46,836330,8664375
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2029,25,437895,5152725
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2030,13,240785,2300060
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2031,12,227360,2197930
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2032,16,292220,2779265
Aqua Adventures Carriers Seabed,Sea Breeze Corporation Marine sanctuary,2033,1,19025,185060
Aqua Aura LLC Investment,David Ltd. Liability Co Forwading,2028,14,306310,1259865
Aqua Aura LLC Investment,David Ltd. Liability Co Forwading,2029,55,1165470,5015090
Aqua Aura LLC Investment,David Ltd. Liability Co Forwading,2030,47,1013460,5149975
Aqua Aura LLC Investment,David Ltd. Liability Co Forwading,2031,130,2788055,14352755
Aqua Aura LLC Investment,David Ltd. Liability Co Forwading,2032,132,2780305,18351010
Aqua Aura LLC Investment,David Ltd. Liability Co Forwading,2033,88,1846485,NA
Aqua Aura LLC Investment,David Ltd. Liability Co Forwading,2034,25,583665,3443550
Aqua Aura LLC Investment,Uttar Pradesh Sea  Company Seafoam,2031,4,92235,546305
Aqua Aura LLC Investment,Uttar Pradesh Sea  Company Seafoam,2032,1,18910,287145
Aqua Aura LLC Investment,Uttar Pradesh Sea  Company Seafoam,2033,29,612735,NA
Aqua Aura LLC Investment,Uttar Pradesh Sea  Company Seafoam,2034,112,2320145,NA
Aqua Aura LLC Investment,hǎi dǎn Corporation Wharf,2028,61,1368875,6208875
Aqua Aura LLC Investment,hǎi dǎn Corporation Wharf,2029,39,864325,NA
Aqua Aura LLC Investment,hǎi dǎn Corporation Wharf,2030,13,291525,1503865
Aqua Aura LLC Investment,hǎi dǎn Corporation Wharf,2032,1,22710,172020
Aqua Aura SE Marine life,-5962,2031,68,1272630,11943980
Aqua Aura SE Marine life,Adriatic Mackerel Ges.m.b.H. Family,2031,21,404735,5372550
Aqua Aura SE Marine life,Adriatic Mackerel Ges.m.b.H. Family,2032,31,599875,11287460
Aqua Aura SE Marine life,Adriatic Mackerel Ges.m.b.H. Family,2033,143,3021050,NA
Aqua Aura SE Marine life,Adriatic Mackerel Ges.m.b.H. Family,2034,116,2415150,47021625
Aqua Aura SE Marine life,Caracola del Sol Services,2028,16,482890,5685880
Aqua Aura SE Marine life,Caracola del Sol Services,2029,104,2896955,31039330
Aqua Aura SE Marine life,Caracola del Sol Services,2030,99,2132965,23618105
Aqua Aura SE Marine life,Caracola del Sol Services,2031,90,1774060,16336550
Aqua Aura SE Marine life,Caracola del Sol Services,2034,2,18905,270170
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2028,8,369275,1953805
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2029,22,737830,11750920
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2030,31,824840,10954680
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2031,25,521115,5629410
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2032,7,202480,2067775
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2033,7,201845,1671170
Aqua Aura SE Marine life,Costa de la Felicidad Shipping,2034,12,483525,1783965
Aqua Aura SE Marine life,Costa del Mar Inc Forwading,2028,5,73395,903580
Aqua Aura SE Marine life,Costa del Mar Inc Forwading,2031,29,557065,5209630
Aqua Aura SE Marine life,Costa del Mar Inc Forwading,2033,26,503535,19077635
Aqua Aura SE Marine life,Costa del Mar Inc Forwading,2034,113,2125585,38738165
Aqua Aura SE Marine life,Fresh Ltd. Liability Co,2032,123,2452135,52975195
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2028,19,408990,4522415
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2029,10,185005,976610
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2030,8,137465,1289630
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2031,46,867030,7439570
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2032,25,736805,4867340
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2033,12,265595,2112150
Aqua Aura SE Marine life,Océano de Coral Corporation Express,2034,41,2367805,NA
Aqua Aura SE Marine life,Olas del Mar Worldwide,2029,2,212100,1590855
Aqua Aura SE Marine life,Olas del Mar Worldwide,2030,35,3904720,8898720
Aqua Aura SE Marine life,Olas del Mar Worldwide,2031,51,11364440,20136205
Aqua Aura SE Marine life,Olas del Mar Worldwide,2032,53,8549135,22414175
Aqua Aura SE Marine life,Olas del Mar Worldwide,2033,2,99825,810675
Aqua Aura SE Marine life,Saltwater Supreme Pelican Ltd Enterprises,2034,66,1714295,44412630
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2028,8,254215,2722695
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2029,12,397270,4073925
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2030,6,136255,1288185
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2031,4,367840,4623265
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2032,8,328860,7276075
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2033,5,247285,8505810
Aqua Aura SE Marine life,SeaTree Ltd. Liability Co Holdings,2034,11,647205,13423595
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2030,2,54235,84865
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2031,2,368980,898430
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2032,2,540135,958615
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2033,42,7725975,45628995
Aqua Aura SE Marine life,Selous Game Reserve  S.A. de C.V.,2034,152,16506170,NA
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2028,5,263425,2095085
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2029,4,70505,541315
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2030,14,310800,1789550
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2031,27,518565,1732940
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2032,20,480290,2138000
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2033,39,1005455,10147820
Aqua Aura SE Marine life,Spanish Anchovy CJSC Marine,2034,21,618670,8194005
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2028,12,282515,5777105
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2029,12,252235,4000405
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2030,4,140980,582215
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2031,12,267605,2049575
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2032,10,223180,1785910
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2033,8,195385,NA
Aqua Aura SE Marine life,Yu xian  SRL Industrial,2034,6,140545,2247270
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2028,146,3792475,66561000
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2029,53,1384355,21922250
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2030,38,1993655,6764040
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2031,63,1965665,NA
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2032,33,1206025,10838860
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2033,20,448550,NA
Aqua Aura SE Marine life,hǎi dǎn Corporation Wharf,2034,150,4231085,NA
Aqua Aura SE Marine life,xún yú GmbH Seagull,2028,2,49820,97670
Aqua Aura SE Marine life,xún yú GmbH Seagull,2029,1,24860,44415
Aqua Aura SE Marine life,xún yú GmbH Seagull,2030,6,294935,612005
Aqua Aura SE Marine life,xún yú GmbH Seagull,2031,5,596880,1657090
Aqua Aura SE Marine life,xún yú GmbH Seagull,2032,18,832035,NA
Aqua Aura SE Marine life,xún yú GmbH Seagull,2033,21,930510,10996575
Aqua Aura SE Marine life,xún yú GmbH Seagull,2034,26,1114555,2590485
Aqua Azul LC International,-5669,2028,54,1152300,10701090
Aqua Azul LC International,-5669,2029,82,1742425,NA
Aqua Azul LC International,-5669,2030,15,325940,4645025
Aqua Azul LC International,-5670,2028,21,445800,3978780
Aqua Azul LC International,-5670,2029,28,567035,NA
Aqua Azul LC International,-5670,2030,24,502690,8719680
Aqua Azul LC International,Arunachal Pradesh s Brine,2028,242,4556895,42085785
Aqua Azul LC International,Arunachal Pradesh s Brine,2029,215,3991530,NA
Aqua Azul LC International,Arunachal Pradesh s Brine,2030,306,5780760,57298235
Aqua Azul LC International,Arunachal Pradesh s Brine,2031,347,6586055,65951770
Aqua Azul LC International,Arunachal Pradesh s Brine,2032,373,7724675,106709435
Aqua Azul LC International,Arunachal Pradesh s Brine,2033,568,11724840,120710495
Aqua Azul LC International,Arunachal Pradesh s Brine,2034,724,15011670,216900775
Aqua Azul LC International,Caracola del Sol Services,2028,14,340555,2953155
Aqua Azul LC International,Caracola del Sol Services,2030,6,113140,1261720
Aqua Azul LC International,Caracola del Sol Services,2031,16,302975,3792630
Aqua Azul LC International,Caracola del Sol Services,2032,27,615975,6458335
Aqua Azul LC International,Caracola del Sol Services,2033,34,828270,13027830
Aqua Azul LC International,Caracola del Sol Services,2034,16,377425,3839695
Aqua Azul LC International,Mar del Este CJSC,2028,23,483325,4383410
Aqua Azul LC International,Mar del Este CJSC,2029,13,274875,2510125
Aqua Azul LC International,Mar del Este CJSC,2030,4,82800,801265
Aqua Azul LC International,Mar del Este CJSC,2031,10,300265,3319285
Aqua Azul LC International,Mar del Este CJSC,2032,12,270540,2981250
Aqua Azul LC International,Mar del Este CJSC,2033,8,179545,1925935
Aqua Azul LC International,Mar del Este CJSC,2034,6,136990,2152140
Aqua Azul LC International,Mar del Placer Manatee,2028,1,13100,144095
Aqua Azul LC International,Mar del Placer Manatee,2030,28,597350,6059210
Aqua Azul LC International,Mar del Placer Manatee,2031,90,1978390,23409910
Aqua Azul LC International,Mar del Placer Manatee,2032,132,3006310,41493755
Aqua Azul LC International,Mar del Placer Manatee,2033,30,659535,7690235
Aqua Azul LC International,Mar del Placer Manatee,2034,14,311415,3395755
Aqua Azul LC International,hǎi dǎn Corporation Wharf,2028,19,405410,3530765
Aqua Azul LC International,hǎi dǎn Corporation Wharf,2029,2,47445,417090
Aqua Azul LC International,hǎi dǎn Corporation Wharf,2030,18,421055,5138700
Aqua Azul LC International,hǎi dǎn Corporation Wharf,2031,13,309710,3309495
Aqua Azul LC International,hǎi dǎn Corporation Wharf,2032,2,40660,482440
Aqua Azul LC International,hǎi dǎn Corporation Wharf,2033,2,48190,525230
Arena del Sol Pic,AtlanticAppetite Oyster  Ltd. Corporation Investment,2028,124,2573810,8056140
Arena del Sol Pic,AtlanticAppetite Oyster  Ltd. Corporation Investment,2029,32,668855,NA
Arena del Sol Pic,AtlanticAppetite Oyster  Ltd. Corporation Investment,2031,2,41765,298090
Arena del Sol Pic,Bay of Bengal's Sagl,2028,12,259590,824720
Arena del Sol Pic,Bay of Bengal's Sagl,2029,153,2956220,NA
Arena del Sol Pic,Caracola del Sol Services,2028,85,1546410,NA
Arena del Sol Pic,Caracola del Sol Services,2029,3,54295,727405
Arena del Sol Pic,Caracola del Sol Services,2030,1,18600,166115
Arena del Sol Pic,Caracola del Sol Services,2031,20,354845,3632565
Arena del Sol Pic,Caracola del Sol Services,2032,27,455030,4980010
Arena del Sol Pic,Caracola del Sol Services,2033,59,864150,NA
Arena del Sol Pic,Caracola del Sol Services,2034,40,413720,4306425
Arena del Sol Pic,Mar del Este CJSC,2028,17,349485,1556025
Arena del Sol Pic,Mar del Este CJSC,2029,6,118975,NA
Arena del Sol Pic,Mar del Este CJSC,2030,2,37765,122040
Arena del Sol Pic,Mar del Este CJSC,2031,1,7775,130075
Arena del Sol Pic,Mar del Este CJSC,2032,6,130665,426565
Arena del Sol Pic,Mar del Este CJSC,2033,13,255180,1325040
Arena del Sol Pic,Mar del Este CJSC,2034,23,492130,2221915
Arena del Sol Pic,Niger Bend   Limited Liability Company Marine ecology,2028,56,1005225,NA
Arena del Sol Pic,Océano de Coral Corporation Marine conservation,2028,119,2486285,8073060
Arena del Sol Pic,Océano de Coral Corporation Marine conservation,2029,41,859480,NA
Arena del Sol Pic,Océano de Coral Corporation Marine conservation,2031,2,27965,83845
Arena del Sol Pic,ReefRider Foods Ltd. Corporation Family,2028,230,4865820,NA
Arena del Sol Pic,Saltwater Supreme ОАО Forwading,2028,251,4569240,NA
Arena del Sol Pic,Saltwater Supreme ОАО Forwading,2029,36,685010,NA
Arena del Sol Pic,Saltwater Supreme ОАО Forwading,2031,2,36065,354090
Arena del Sol Pic,Seafaring Souls Ges.m.b.H. Marine sanctuary,2028,24,458135,4842690
Arena del Sol Pic,Seafaring Souls Ges.m.b.H. Marine sanctuary,2029,29,569965,5685825
Arena del Sol Pic,Seafaring Souls Ges.m.b.H. Marine sanctuary,2030,8,132860,1398870
Arena del Sol Pic,Seafaring Souls Ges.m.b.H. Marine sanctuary,2031,3,41570,439270
Arena del Sol Pic,Selous Game Reserve  S.A. de C.V.,2028,106,2164845,6759555
Arena del Sol Pic,Selous Game Reserve  S.A. de C.V.,2029,37,705100,NA
Arena del Sol Pic,Selous Game Reserve  S.A. de C.V.,2030,30,561610,3850330
Arena del Sol Pic,Selous Game Reserve  S.A. de C.V.,2031,46,860370,5012800
Arena del Sol Pic,Selous Game Reserve  S.A. de C.V.,2032,47,885345,4569190
Arena del Sol Pic,Selous Game Reserve  S.A. de C.V.,2033,7,140540,571795
Arena del Sol Pic,Selous Game Reserve  S.A. de C.V.,2034,11,234255,1156605
Arena del Sol Pic,hǎi dǎn Corporation Wharf,2028,9,187985,NA
Arena del Sol Pic,hǎi dǎn Corporation Wharf,2029,12,248510,NA
Arena del Sol Pic,hǎi dǎn Corporation Wharf,2030,14,279100,978730
Arena del Sol Pic,hǎi dǎn Corporation Wharf,2031,6,112360,628455
Arena del Sol Pic,hǎi dǎn Corporation Wharf,2032,6,119475,390775
Arena del Sol Pic,hǎi dǎn Corporation Wharf,2033,2,40660,180470
Arena del Sol Pic,hǎi dǎn Corporation Wharf,2034,2,46825,222115
Arena del Sol SRL,Caracola del Sol Services,2028,67,1596395,5915625
Arena del Sol SRL,Caracola del Sol Services,2029,1,18000,100005
Arena del Sol SRL,Caracola del Sol Services,2030,2,44035,173245
Arena del Sol SRL,Caracola del Sol Services,2031,9,203435,1956940
Arena del Sol SRL,Caracola del Sol Services,2032,9,152360,1042495
Arena del Sol SRL,Caracola del Sol Services,2033,4,71445,640980
Arena del Sol SRL,Caracola del Sol Services,2034,8,152585,1173770
Arena del Sol SRL,Costa de la Felicidad Shipping,2029,5,116440,626195
Arena del Sol SRL,Costa de la Felicidad Shipping,2031,18,425565,2282500
Arena del Sol SRL,Costa de la Felicidad Shipping,2032,13,298345,1828645
Arena del Sol SRL,Costa de la Felicidad Shipping,2033,34,781405,8026385
Arena del Sol SRL,Costa de la Felicidad Shipping,2034,4,92075,708310
Arena del Sol SRL,Haryana s Sagl Transport,2030,1,12010,156095
Arena del Sol SRL,Haryana s Sagl Transport,2032,23,544220,3081390
Arena del Sol SRL,Haryana s Sagl Transport,2033,40,878260,8085315
Arena del Sol SRL,Haryana s Sagl Transport,2034,6,135070,611290
Arena del Sol SRL,Mar del Este CJSC,2028,12,297155,970410
Arena del Sol SRL,Mar del Este CJSC,2029,11,249170,980670
Arena del Sol SRL,Mar del Este CJSC,2030,3,46510,225965
Arena del Sol SRL,Mar del Este CJSC,2031,15,293745,1411050
Arena del Sol SRL,Mar del Este CJSC,2032,1,21755,250035
Arena del Sol SRL,Mar del Este CJSC,2033,8,163160,1129925
Arena del Sol SRL,Mar del Este CJSC,2034,11,228785,1880725
Arena del Sol SRL,Olas del Sur Ltd,2028,19,412895,1895495
Arena del Sol SRL,Olas del Sur Ltd,2029,12,258140,1354435
Arena del Sol SRL,Olas del Sur Ltd,2030,11,240200,1249655
Arena del Sol SRL,Olas del Sur Ltd,2031,18,422445,2456605
Arena del Sol SRL,Olas del Sur Ltd,2032,52,1219285,4784720
Arena del Sol SRL,Olas del Sur Ltd,2033,12,267810,1720515
Arena del Sol SRL,Olas del Sur Ltd,2034,14,243390,2369600
Arena del Sol SRL,Pao gan SE Seal,2028,35,836115,6176595
Arena del Sol SRL,Pao gan SE Seal,2029,91,2178260,14354530
Arena del Sol SRL,Pao gan SE Seal,2030,26,594710,3799730
Arena del Sol SRL,Pao gan SE Seal,2031,17,391190,2812800
Arena del Sol SRL,Pao gan SE Seal,2032,41,845025,5671425
Arena del Sol SRL,Pao gan SE Seal,2033,4,74480,1112255
Arena del Sol SRL,Pao gan SE Seal,2034,2,48010,137605
Arena del Sol SRL,Selous Game Reserve  S.A. de C.V.,2029,4,92060,257310
Arena del Sol SRL,Selous Game Reserve  S.A. de C.V.,2030,6,69030,1178485
Arena del Sol SRL,Selous Game Reserve  S.A. de C.V.,2031,20,348060,2206665
Arena del Sol SRL,Selous Game Reserve  S.A. de C.V.,2032,4,83940,633970
Arena del Sol SRL,Selous Game Reserve  S.A. de C.V.,2033,29,553025,3468310
Arena del Sol SRL,Selous Game Reserve  S.A. de C.V.,2034,29,674840,5691130
Arena del Sol SRL,Shou gan  Sagl Mudflat,2031,4,86830,427890
Arena del Sol SRL,Shou gan  Sagl Mudflat,2032,124,2526285,17637900
Arena del Sol SRL,Shou gan  Sagl Mudflat,2033,78,1678760,14676080
Arena del Sol SRL,Yu gan  Sea spray GmbH Industrial,2029,35,837885,3679760
Arena del Sol SRL,Yu gan  Sea spray GmbH Industrial,2030,141,3406365,20844230
Arena del Sol SRL,Yu gan  Sea spray GmbH Industrial,2031,18,423210,2937400
Arena del Sol SRL,hǎi dǎn Corporation Wharf,2028,21,406580,1133360
Arena del Sol SRL,hǎi dǎn Corporation Wharf,2029,1,24000,140135
Arena del Sol SRL,hǎi dǎn Corporation Wharf,2031,63,1293110,11991170
Arena del Sol SRL,hǎi dǎn Corporation Wharf,2032,64,1324880,10506580
Arena del Sol SRL,hǎi dǎn Corporation Wharf,2033,36,607220,7273530
Arena del Sol SRL,hǎi dǎn Corporation Wharf,2034,16,358380,2097590
Balkan Cat ОАО Transport,AquaDelight N.V. Coral Reef,2028,126,2366585,26711115
Balkan Cat ОАО Transport,AquaDelight N.V. Coral Reef,2029,54,1005745,12164325
Balkan Cat ОАО Transport,AquaDelight N.V. Coral Reef,2030,4,72780,739245
Balkan Cat ОАО Transport,AquaDelight N.V. Coral Reef,2032,4,80575,866470
Balkan Cat ОАО Transport,AquaDelight N.V. Coral Reef,2033,18,367850,NA
Balkan Cat ОАО Transport,AquaDelight N.V. Coral Reef,2034,2,46405,406240
Balkan Cat ОАО Transport,Assam  Market Cargo ship Company Marine conservation,2029,5,90615,1097495
Balkan Cat ОАО Transport,Assam  Market Cargo ship Company Marine conservation,2030,4,73330,670500
Balkan Cat ОАО Transport,Assam  Market Cargo ship Company Marine conservation,2031,16,324715,3166065
Balkan Cat ОАО Transport,Assam  Market Cargo ship Company Marine conservation,2032,31,672575,4928255
Balkan Cat ОАО Transport,Assam  Market Cargo ship Company Marine conservation,2033,19,386140,NA
Balkan Cat ОАО Transport,Assam  Market Cargo ship Company Marine conservation,2034,7,139965,1306480
Balkan Cat ОАО Transport,Assam  Market Incorporated Tanker,2031,9,176720,1718905
Balkan Cat ОАО Transport,Assam  Market Incorporated Tanker,2032,34,708155,5793950
Balkan Cat ОАО Transport,Assam  Market Incorporated Tanker,2033,38,729075,NA
Balkan Cat ОАО Transport,Assam  Market Incorporated Tanker,2034,4,76090,825390
Balkan Cat ОАО Transport,Caracola del Este Ltd. Liability Co,2028,31,551630,6247905
Balkan Cat ОАО Transport,Caracola del Este Ltd. Liability Co,2029,29,521645,6157035
Balkan Cat ОАО Transport,Caracola del Este Ltd. Liability Co,2030,41,726160,6541825
Balkan Cat ОАО Transport,Caracola del Este Ltd. Liability Co,2031,71,1369410,12694655
Balkan Cat ОАО Transport,Caracola del Este Ltd. Liability Co,2032,38,788100,6869780
Balkan Cat ОАО Transport,Caracola del Este Ltd. Liability Co,2033,60,1177790,NA
Balkan Cat ОАО Transport,Caracola del Este Ltd. Liability Co,2034,5,101020,915340
