source,target,Year,Month,weights,totalweightkg,totalvalueofgoodsusd
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,1,1,25275,237135
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,3,3,75670,761240
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,4,3,75600,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,6,2,50640,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,7,2,50120,304115
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,8,5,127100,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,9,4,97075,839475
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,10,10,252645,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2033,12,1,20675,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2034,1,1,25275,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2034,3,4,101155,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2034,4,6,153610,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2034,5,2,47475,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2034,6,2,45920,NA
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2034,9,4,85600,626430
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2034,10,2,40925,356105
Adriatic Catch Ltd. Liability Co Transportation,Caracola del Sol Services,2034,12,2,44480,384155
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2029,5,2,35965,452105
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2029,6,2,35965,440095
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2029,7,1,17990,219030
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2029,8,1,17995,221200
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2029,10,1,15890,198165
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2029,11,4,71940,848605
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2029,12,1,17995,224195
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2030,3,1,17355,186060
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2030,4,1,24000,184185
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2030,5,1,17980,175150
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2030,7,1,16990,156020
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2030,8,5,87450,740420
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2030,9,2,35965,276245
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2030,10,1,17155,153010
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2031,2,1,17985,170155
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2031,4,1,17480,164070
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2031,5,1,22595,212160
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2031,7,2,34725,330060
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2031,8,5,114020,1098525
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2031,9,3,63360,620210
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2031,10,1,20840,206100
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2031,11,4,82535,822260
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,3,1,21255,207115
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,4,1,21255,208185
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,5,2,41940,411185
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,6,3,61410,605390
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,7,3,60820,603345
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,8,2,46050,461210
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,9,3,62010,627205
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,10,1,20655,210025
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,11,1,19790,202060
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2032,12,1,20660,213115
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2033,1,1,20670,277050
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2033,4,1,19775,NA
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2033,7,1,19785,217120
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2033,8,1,20665,NA
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2033,9,5,101560,1112585
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2033,10,4,79360,995730
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2034,1,4,80240,NA
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2034,5,2,38970,440220
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2034,6,1,19485,NA
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2034,7,6,118275,1347490
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2034,8,9,176620,1875985
Adriatic Catch Ltd. Liability Co Transportation,Costa de la Felicidad Shipping,2034,9,5,97785,1064345
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2028,2,1,17995,173170
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2028,3,1,17235,167115
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2028,4,1,17235,167065
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2028,5,2,35980,350120
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2028,6,1,17995,180025
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2028,7,1,17985,189085
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2028,9,1,17990,210170
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2028,10,1,17985,219095
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,2,2,35970,374095
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,3,2,35970,372165
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,4,3,53960,555170
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,5,5,89925,1130740
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,6,1,17980,220150
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,7,1,17995,219150
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,8,2,35970,442105
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,9,3,53970,666360
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,10,7,127540,1512480
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,11,2,35970,424260
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2029,12,1,16995,155020
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,1,1,17990,166135
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,3,5,89975,2453010
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,4,4,71965,684215
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,5,2,35970,350190
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,6,4,71955,676270
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,7,1,17990,165010
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,8,6,107925,3203995
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,10,4,71955,2340960
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,11,9,169070,2412535
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2030,12,4,77935,1275665
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,1,3,57790,697450
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,2,4,78485,893465
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,3,1,19080,229125
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,4,7,137360,1552690
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,5,1,19070,271180
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,6,9,173440,2369035
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,7,4,76855,2707220
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,8,4,80035,3525445
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,9,7,149280,6619865
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,10,2,41325,1849330
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,11,4,63190,2098635
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2031,12,3,60105,2817140
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,1,1,21250,209010
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,2,4,84450,1450680
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,3,1,20660,406280
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,4,2,41935,410030
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,5,3,63185,619400
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,6,1,20675,306305
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,7,3,62605,621425
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,8,4,83255,838320
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,11,1,20670,211205
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2032,12,5,102760,1072445
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,1,10,208450,2138780
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,2,5,104510,1062630
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,3,1,20665,208140
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,4,1,21255,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,5,2,41905,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,6,1,20665,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,7,7,145260,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,8,4,83265,NA
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,9,4,83245,761555
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,10,2,42530,388215
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,11,1,21255,194170
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2033,12,1,21265,193165
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,5,1,20660,287020
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,6,1,20660,287090
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,7,3,61990,930150
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,8,2,41350,596415
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,9,3,61995,894690
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,11,2,41335,536035
Adriatic Catch Ltd. Liability Co Transportation,Mar del Paraíso Corporation Logistics,2034,12,2,41340,548310
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,2,1,17990,216080
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,3,2,35985,390240
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,8,3,53950,603375
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,9,2,35975,420215
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2028,11,2,34990,450240
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,2,1,17990,237090
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,3,7,125900,1452630
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,4,3,53960,653355
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,5,2,35975,452210
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,6,4,71940,880340
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,7,4,71960,876580
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,10,4,71965,896480
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,11,3,53355,633380
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2029,12,6,105735,1219410
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,1,1,14990,155040
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,3,3,53955,526235
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,4,1,17980,171005
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,5,4,71970,688380
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,6,11,197345,1856125
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,7,5,89555,812550
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,8,2,35470,320045
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,9,8,141160,1264595
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,10,1,17990,160040
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2030,12,2,35985,336180
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,2,1,17620,163135
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,4,1,16465,205170
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,5,3,53950,549285
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,7,1,17980,179080
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,8,3,66055,637260
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,9,1,20670,202025
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,10,1,18890,187045
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2031,11,1,20670,230050
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,3,3,60810,597460
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,4,5,102585,1044660
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,5,6,123985,1343360
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,6,10,206695,2262950
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,7,6,124015,1475785
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,8,4,83855,891520
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,9,5,103810,1206835
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,10,3,60820,756270
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2032,12,1,20660,278135
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2033,3,1,20635,249125
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2033,5,3,59650,NA
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2033,8,1,20665,247245
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2034,4,1,20075,NA
Adriatic Catch Ltd. Liability Co Transportation,Sea Breeze Corporation Marine sanctuary,2034,12,1,18645,171105
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2028,2,1,17980,173055
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2028,3,3,53965,564210
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2029,8,2,35975,442065
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2029,9,3,53965,666325
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,7,1,17995,165055
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,8,3,53965,437365
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,10,2,35490,320090
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,11,2,35470,319270
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2030,12,4,71950,667395
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,1,5,88430,883465
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,2,1,17990,170150
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,3,1,17980,167145
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,4,1,17490,164045
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,5,4,76070,714235
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,6,1,17485,165085
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,7,2,35965,342210
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,8,4,85045,820310
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,9,1,20670,202120
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,10,6,123995,1224260
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,11,4,82590,824365
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2031,12,1,20675,207110
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,5,1,20665,203100
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,6,3,61995,609240
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,7,3,62000,615470
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,8,6,128615,1205660
Adriatic Catch Ltd. Liability Co Transportation,Selous Game Reserve  S.A. de C.V.,2032,9,3,62005,627425
